userId,movieId,rating,timestamp
599,1917,3,1498523011
352,56145,5,1493674751
239,3717,3.5,1221866487
177,3753,3.5,1435525974
305,8644,5,1460136224
543,4545,4,1230602215
260,6639,4,1109409921
232,8860,3,1218170026
298,87869,2.5,1447517063
410,1085,4,990728473
70,1303,4.5,1355198940
597,1233,4,941729029
492,140,3,863976201
404,318,4,838375745
480,1307,5,1179177873
298,8873,3,1447518399
321,141,4,843212595
391,627,5,1030944287
381,2053,3.5,1200824399
534,79134,3.5,1459787998
509,7090,3.5,1435993566
318,2395,3.5,1413054599
21,3000,0.5,1441393015
52,58559,5,1468051847
68,91529,4,1346109699
448,2405,3,1019124481
474,3088,3,978575778
608,832,3.5,1117666601
105,42191,4.5,1446572696
474,7983,4,1135824491
131,110,2.5,1349840503
186,4813,5,1031079871
610,34048,4,1493845446
47,145839,3.5,1496210199
599,91542,3,1502113392
421,904,4,1311495212
89,55269,2.5,1520408560
144,4326,3.5,1136812867
480,1580,3.5,1179177734
474,6650,4,1118006516
186,950,4,1031073630
195,2012,3,974706168
233,7438,3.5,1533296506
357,1777,3,1348628277
525,3549,3.5,1476478395
483,2338,1,1215897871
448,102819,3,1490443736
475,8961,4.5,1498030114
232,48877,3.5,1163024515
524,344,3,851608987
509,48780,3.5,1435993404
139,76093,2,1453924478
600,2140,4.5,1237763460
599,5582,2.5,1498515488
583,593,2.5,1481474404
410,3,4,990910830
282,91529,4,1514068391
280,7255,3,1348533391
156,1131,3.5,1106881258
372,1356,4,874415164
610,8865,2.5,1493846146
50,3415,4,1527106417
391,5055,3,1031031037
18,55276,4,1476901520
382,1,4.5,1515162628
182,4770,2.5,1055153798
84,762,1,857653349
123,112552,3.5,1447291816
307,6695,1.5,1186257809
367,3565,4,997813223
448,6039,3,1041963284
217,10,4,955940584
561,93840,3,1491090750
137,6993,4.5,1204863803
304,1200,4,891173435
599,60365,1.5,1519184558
226,3408,3.5,1095662987
28,52604,2,1242288430
79,1210,5,975282009
596,60684,3.5,1535708520
599,2836,2,1498511094
125,1590,2,1474295046
448,37727,2,1312122143
387,4016,3,1095116437
220,45517,5,1230055580
49,103335,4,1493093120
298,72226,1.5,1447560155
474,2912,3.5,1089387089
453,4014,5,1005966021
87,327,3.5,1270702652
156,4029,4.5,1106882162
517,3269,2,1487957428
579,1909,4,958881825
428,2723,3.5,1111489342
599,42418,3,1498522973
239,5010,4.5,1221158841
610,58295,3.5,1493847529
28,31116,3,1235805645
599,135569,3,1498524157
599,3709,2,1519236798
184,170907,4,1537107881
105,134853,4,1446571650
358,2144,3,1339539145
122,1923,4.5,1461562164
156,936,5,939853418
330,6333,4,1285905651
91,3249,3,1112716716
381,68954,4.5,1248413728
82,3948,4,1084466246
474,3994,4.5,1053021115
414,3008,4,961436823
561,95207,3,1491091778
217,2741,2,956195369
73,81591,4,1464199392
78,5400,3.5,1252573479
606,15,3.5,1171839063
21,105213,2,1403460712
288,3331,2,980536052
482,8985,4.5,1105397449
168,48738,4.5,1306801919
380,608,4,1493494891
375,1805,4,1225230152
483,111362,4,1415574767
288,6593,4,1087924427
438,51662,5,1175998171
610,99112,3.5,1493849675
600,6350,4.5,1237764288
387,33188,2.5,1155450082
233,136912,2,1529333199
326,133771,5,1463936463
509,4388,2.5,1435994171
307,48678,2.5,1186878993
391,1285,3,1032389568
42,110,4,996217933
332,480,3.5,1352673901
187,1258,4.5,1161849677
345,2858,4,1342828817
182,5993,3,1063274953
371,26662,4.5,1407692031
476,590,5,835021273
398,82459,4,1311207875
249,80549,4,1406920967
440,1186,3,1237568769
325,2124,3,1039399042
448,818,3.5,1178981107
274,2907,3,1172025904
68,2411,3,1269122080
57,329,4,969753849
597,2406,4,940420917
380,173291,2,1508110319
217,555,3,955943002
298,7153,4,1447517999
137,1093,4,1204859071
599,912,4,1498499327
100,356,4,1100184829
579,2676,3,964390559
63,53125,3.5,1443290371
387,55118,3.5,1191649955
204,2959,5,1327182941
590,2099,3,1258426941
580,38061,4,1167791189
607,1968,5,963079220
160,1213,4,971113158
425,442,3,1085477745
328,33794,1,1494211268
489,1676,3.5,1334170904
528,3147,3.5,1391736303
572,1233,5,946482626
354,531,4,1200865454
560,54372,4,1469675096
190,5481,3,1504310159
414,3617,4,961437877
305,2105,3,1518768014
298,7367,0.5,1447599043
84,1081,4,858772760
489,87232,4,1335695820
368,2263,3,971276831
414,60069,4.5,1249835059
90,25,5,856353996
103,96079,4,1431970406
274,55995,2,1197014884
41,1884,3,1458938941
608,3081,4,1117408065
93,588,4,942766957
562,508,4,1368893715
600,1701,4,1237763925
380,1889,4,1494279122
594,2,4,1109037094
184,165635,1,1537108232
177,1380,3.5,1435534283
294,1381,1,966597308
608,3948,4,1117162040
288,3082,1.5,1246852276
572,1173,1,946486723
606,594,3.5,1184619962
57,2023,3,969754641
89,8154,3,1520408569
521,103,3,852713493
21,4973,3,1403460991
182,5810,4,1054784511
429,161,5,828124615
133,296,3,843490780
339,1231,5,1460518764
387,1092,3,1095040848
458,361,3,845652947
483,4973,5,1178211491
6,177,3,845554931
587,2144,4,953138576
359,2858,4,1198112078
41,60950,3,1458939033
608,3911,3,1117491680
222,4343,3.5,1391352096
438,4886,4,1105650237
57,1688,3,972175291
357,858,5,1348610443
279,1,3,1506394495
220,303,4,1241812878
350,736,3,864940930
328,8961,5,1494212108
105,98604,4.5,1526207111
82,5065,3,1084465558
387,8870,2.5,1148273812
57,1275,5,965798172
452,2918,5,1019585381
561,2423,4.5,1491094687
66,248,3,1113190892
144,231,3,1137323567
42,173,2,996221544
475,103141,3,1498031349
84,468,3,858771971
6,79,3,845554907
474,4046,4,1122323382
558,2987,4,1035415942
177,87232,4,1435524998
606,5625,3.5,1171834816
483,5218,3.5,1415579349
387,471,3,1139047519
375,1438,2,1225230696
528,2571,5,1391735927
212,122904,3.5,1490115094
563,128832,3.5,1448253520
7,8961,4,1106636064
132,3060,3.5,1157979587
469,3671,4,965336955
448,2657,4,1019128050
182,2762,4,1126561639
83,1270,3.5,1333842036
314,329,3,834398253
51,3959,4.5,1230930118
193,7153,4,1435857256
274,2719,2,1171785548
330,2012,3,1285905330
596,52722,2.5,1535709918
274,82459,4,1293657702
249,49651,3.5,1356439370
61,7153,4.5,1145532573
57,2985,3,965798759
250,1035,5,1121217778
567,2138,4.5,1525283741
438,2706,3.5,1105668393
448,4010,4,1019128227
91,553,3.5,1112713485
135,3708,4,1009691660
181,416,1,845470762
572,3104,5,945888975
42,3146,3,996221653
199,2918,4.5,1105552056
474,6337,3.5,1068663398
555,2752,3,978823250
414,180985,3.5,1527978072
482,6934,4,1105396560
288,1270,5,975691813
282,923,1,1378490118
387,2762,2.5,1212603789
477,68945,3.5,1246349053
564,58803,3.5,1481817469
610,103688,4,1493849694
104,594,4,1048590891
368,2990,3,975829365
385,1278,3,865025940
135,3098,4,1009693996
605,46972,4,1277176500
337,708,5,860255830
125,93840,4.5,1474296376
527,3673,4,1033176242
39,2947,3,974789327
249,111364,3.5,1410887067
19,185,2,965704056
268,1288,5,940183286
354,5378,3,1200870646
160,1845,3.5,1065985174
20,362,4,1054038216
153,2355,0.5,1525552750
534,1894,3.5,1459796077
304,185,4,891173670
552,3536,3.5,1112151339
161,2018,3.5,1176498704
45,7294,4,1091305810
599,1777,2.5,1498515681
608,2001,3.5,1117491601
167,35836,1.5,1154722262
199,1500,3,943698653
139,3624,2.5,1453924406
140,4889,3,1020883962
409,3813,4,968985737
80,102125,4,1377309044
572,902,4,945886771
414,2485,3,961437029
51,1999,5,1230931346
534,86911,4,1459787998
112,6,4.5,1513989933
508,562,2.5,1268297537
580,2600,4,1167793421
91,3354,3,1112718010
563,114662,3.5,1446856280
431,543,3.5,1267051841
61,50,4.5,1145532639
41,48394,3,1458933746
182,370,0.5,1054779649
477,6754,3,1200944714
64,8464,4,1161520915
64,32587,4.5,1161521307
4,1907,3,964540505
380,3070,2,1494804753
600,2279,2.5,1237851686
6,795,3,845556506
234,1967,3,1004409631
555,2411,3,978823527
339,1997,4,1460868604
159,150,4,1508641167
187,527,4,1161872571
222,45447,3,1391353572
474,8638,4,1100526635
448,3635,4,1173560529
319,122886,3.5,1461351728
177,216,2,1435534883
182,3108,4.5,1054780397
448,111362,3,1437851922
41,6874,5,1458939495
274,43904,1,1172023625
122,96737,5,1461562301
198,368,4,1034207438
135,663,4,1009691935
274,45442,2,1171828416
391,2395,4,1030825372
35,60,5,830939912
414,5665,3,1065052469
555,3109,3,978822249
275,1228,5,1049077205
235,440,4,841422517
477,8366,4,1200944912
217,260,5,955941874
195,1041,4,974709608
280,3176,4.5,1348532654
489,98809,4,1355780780
577,1077,3,945967015
414,61401,2.5,1273978032
181,161,4,845469438
341,111617,4.5,1439751285
474,2097,3.5,1138559440
220,1517,3.5,1230061184
307,5452,1,1186172383
414,4175,4,1003247830
482,27728,0.5,1105396110
91,4351,3.5,1112716638
182,2617,2,1055153292
448,2746,3,1019564316
247,8368,3.5,1467644475
555,3693,3,978822393
566,144,3,849006827
307,596,2.5,1186161902
517,1945,1,1487958106
483,2762,3.5,1178292994
21,103384,4,1403460773
254,1037,3.5,1180443506
297,1459,1,900872375
47,97923,4,1496206766
57,11,3,965797264
610,5476,2,1493848290
68,46965,3.5,1269122431
599,2002,2,1498510932
232,4701,3,1182909317
182,1616,2,1054782544
477,551,3.5,1200940045
411,355,3,835532775
571,2454,2,966900512
367,3536,2,997812312
288,3250,2,976121266
523,7143,5,1503127492
298,103042,2.5,1447599275
212,122922,4,1523216918
306,71535,2.5,1518380938
555,2572,3,978746874
590,3638,2.5,1258428713
606,47629,4,1177937288
610,122886,4.5,1479544589
249,94959,5,1348671518
453,5299,4,1034602261
387,922,4,1125886206
599,478,2.5,1498515125
599,240,1.5,1519173207
288,2118,4.5,1054568235
483,99114,5,1415574376
274,1779,3.5,1171784721
368,798,2,971277040
387,6885,3.5,1117356619
69,2571,5,1021643884
594,5620,4.5,1108976131
428,6502,3.5,1111525627
454,407,3.5,1279476736
187,51540,3,1180300951
175,32289,5,1234189413
19,1097,5,965709282
182,4878,4.5,1054779769
514,5247,2.5,1537757040
489,804,2,1333831977
129,2890,4.5,1167377837
266,2947,5,945667724
381,8972,3.5,1167542983
603,1735,4,954482666
414,54997,4,1190058682
555,3500,3,978747317
594,2762,4,1109036899
202,3527,4,974918657
599,56563,3,1519442998
268,2717,2,940182508
115,2723,4,957647342
381,1777,4.5,1200824491
387,1884,4,1095041539
414,1884,4,1036505560
232,36527,3,1206995180
318,5219,3,1413627684
357,5299,4,1348628230
453,3255,4,1005966959
292,1073,4.5,1265680442
606,2789,4,1171833819
318,1020,3,1276200045
51,1079,5,1230929741
591,3409,4,970524920
73,6333,5,1464275206
249,72605,3.5,1356549960
318,44199,4,1262806076
66,5618,4.5,1093747753
312,5378,4,1043175716
492,1405,5,863976409
292,2167,3,990062689
517,1265,3,1487953444
600,2723,3.5,1237715266
339,45722,3,1460185193
10,58559,4.5,1455302113
414,1379,3,961439454
562,71899,5,1368894112
249,59014,0.5,1365263562
414,6093,4.5,1053624329
42,135,3,996256102
282,1704,4.5,1378490576
288,2313,3,980531720
307,3863,1.5,1186087745
409,39,4,968979119
477,3793,4,1200939934
474,6197,3.5,1059745050
474,3360,3.5,1132423135
412,2710,2,939113740
43,110,3,848993747
587,2571,4,953141652
50,137857,2,1514239521
573,4306,4.5,1248842418
102,231,3,835875836
325,1248,5,1039399628
603,4811,2,1002403526
282,1580,4,1378495309
527,2470,5,1033175858
217,329,4,955940894
4,125,5,964622758
82,480,4,1084467706
560,2541,4,1469649001
600,2926,4,1237759636
504,4823,2.5,1064451505
337,719,3,860255929
543,1580,5,1377022838
187,7361,4,1161849382
570,49530,3.5,1181476472
419,4093,1.5,1321647670
21,7438,1.5,1468113476
424,107348,3,1457846633
182,4300,4,1055156847
88,7153,5,1331421831
597,2928,3,941640006
602,110,5,840875647
332,2130,4,1352674304
357,2706,3.5,1348612165
190,30749,4,1504310146
119,3793,4,1435944274
573,6539,5,1186589649
42,1265,5,996218017
587,1307,5,953138160
331,8533,4,1537158222
425,34,3.5,1114173653
414,1025,4,961519060
196,5995,3,1460954120
58,225,3,847718745
249,1833,3.5,1353801483
610,144976,4.5,1493848418
288,2944,3,978465510
605,2791,5,1277096145
204,7147,5,1327184083
438,6686,3,1105654374
600,7161,1,1237714307
91,1246,2,1112713530
42,1391,2,996221269
28,8961,3.5,1243837502
523,76093,5,1503126092
605,1032,1,1277096214
42,1500,5,996218348
305,63992,3,1460136729
177,70183,4,1435837313
465,3505,4,959896032
33,2324,3,939646784
219,2580,4.5,1198522624
160,2411,1,976796213
103,2720,3.5,1431969711
596,86332,3.5,1535709825
563,45720,4,1441845093
279,68319,3,1506394252
339,6539,3,1460185149
474,4027,4,1137520956
414,1562,2,961516398
116,8360,4,1337200417
380,60684,3,1494803815
263,5377,4,1026158404
66,6378,4.5,1113189909
534,59615,3.5,1459787998
436,531,4,833530448
246,89753,5,1354127346
489,81834,3.5,1334170959
91,3508,4,1112712867
139,3994,2.5,1453924216
603,1130,2,963176815
387,8207,4.5,1094875778
497,96829,5,1429127719
307,4720,2.5,1186162495
480,51255,4,1179160022
105,72104,4.5,1446573197
448,165,4,1019142324
122,1200,5,1461561520
480,41569,4,1179163785
497,1198,4,1429127325
186,3826,4,1031081582
177,5313,2,1435526600
226,5323,0.5,1203360451
608,8667,3.5,1117491550
387,5397,1.5,1125807778
385,233,4,837949652
474,2866,3.5,1087831837
200,3301,5,1229888435
219,3972,4,1195945014
568,480,3,1253767289
603,605,3,954482597
380,332,3,1494279073
599,2706,2.5,1498518434
313,2116,5,1030474930
135,47,5,1009691144
432,6187,3.5,1315243439
305,5956,4.5,1460222154
186,1375,4,1031080088
401,112852,3.5,1514346960
599,1439,1,1519423171
195,2840,3,1008558215
68,8641,4.5,1158534908
489,7154,0.5,1333656643
234,2414,3,1004408321
220,2716,5,1230059742
492,376,3,863976055
232,5349,4.5,1076952051
414,3591,2,961437569
187,380,2,1161863826
294,688,2,966595844
597,1197,5,940420799
483,6874,5,1415579179
202,595,4,975015866
59,350,3,953610578
298,3316,1,1449592685
405,79132,4.5,1295910661
232,4700,2.5,1206995172
241,27803,4.5,1447536343
32,265,5,856737045
600,25905,3.5,1237857925
18,8958,4,1466969258
387,1447,3,1171934996
414,50,5,961681714
260,372,2.5,1109408664
382,85510,3,1515249326
19,2548,2,965705383
462,1261,4,1138343577
274,216,3.5,1171785593
103,55247,5,1431969406
6,150,4,845553110
476,454,4,835021546
561,1036,4.5,1491090835
546,2455,3,973588435
85,538,4,889468460
305,59421,3.5,1518198907
89,946,0.5,1520408337
146,3534,3,1312508283
59,367,4,953610692
111,1588,3.5,1518903975
105,3980,4,1446750738
352,36401,3,1493674782
6,344,3,845553146
70,1288,4,1355198452
136,93,4,832450076
178,7153,4.5,1164355077
395,368,4,841504018
434,8784,4.5,1271039329
62,318,4,1521488565
119,31685,4,1447664555
304,500,1,891173384
91,7569,4,1112711522
19,1597,2,965711237
590,70286,4,1266473601
430,2076,5,995828418
432,527,4.5,1315243043
105,147286,5,1526207037
158,1345,3.5,1290764755
517,3948,2,1487957284
345,5902,4,1342827783
604,32,4,832079958
309,2762,3.5,1126452186
4,1860,2,986849001
482,5620,1,1105396658
419,71462,4,1321891717
525,164540,3.5,1476480017
492,788,5,863976055
524,1278,5,851609768
249,114074,4,1425894202
274,48516,4,1173239384
393,5679,3.5,1430507495
474,7618,3.5,1145125822
33,265,5,939646733
66,954,4,1099187566
572,1442,4,979923914
438,6764,3.5,1105650188
380,6695,3,1494267967
268,1271,3,940180669
474,2539,3,1048562863
560,2671,2.5,1469649867
489,1924,4,1333659199
510,216,3,1141159400
534,2717,4,1459787997
474,6101,4,1137900960
20,3755,4.5,1054147193
600,2325,3.5,1237714646
38,246,5,841341715
229,45,3,838143681
63,1208,5,1443199821
562,5669,4,1368897638
525,1196,4.5,1476475807
414,37382,3,1216150397
414,8587,3.5,1109974344
560,56367,3.5,1469650057
56,593,5,835799139
577,368,4,945967371
417,4896,5,1529283632
448,111113,3.5,1421005442
64,736,3.5,1161520113
357,1029,4,1348627649
84,1302,4,860397306
84,1307,5,858772673
23,1200,3,1107341788
368,3873,2,971273222
123,51540,4,1448836008
494,1291,5,1001666641
432,6565,4,1335139956
259,1517,3,1146845356
372,1203,4,874414749
45,1729,4,1034343842
18,91542,4,1455051101
182,1208,5,1054780329
129,208,4,1167375487
380,3300,4,1493473910
254,5570,4.5,1180564640
182,2443,4,1063285020
177,8695,4,1435719846
562,53519,3,1368893084
187,7802,4,1161849821
275,2624,5,1049078560
365,74685,1.5,1489017053
424,3186,3.5,1457845982
448,168350,2.5,1492798718
452,1909,5,1013396317
115,588,4,948322710
318,4226,4,1347180239
599,115617,2,1498529865
163,1676,3,894217532
7,1246,1.5,1106635678
249,57532,0.5,1365263559
292,3527,3.5,1265679783
221,2352,4,1111178005
122,8917,5,1461562356
318,5618,4.5,1424546834
19,3510,3,965703236
195,1449,3,997156781
91,3499,4,1112713157
555,2539,4,978748680
417,55247,5,1529284048
541,293,3,835643161
381,6893,4,1168664484
474,1246,4.5,1100119774
223,1345,1,1226209228
363,4993,3,1502584387
275,2186,5,1049079168
217,9,3,955941157
380,98491,5,1493474045
332,32,2.5,1352671273
137,1203,4.5,1204859709
68,3996,3,1158531055
437,222,4,859721815
50,2164,1,1514891778
40,306,5,832059622
448,91273,1.5,1347100087
567,2792,2.5,1525288148
317,48516,5,1430361522
57,1831,2,965798952
567,56782,5,1525282041
202,3685,4,974925453
41,5618,3.5,1458939566
484,42725,4,1342369277
217,218,3,955944682
414,1049,3,961515808
448,4388,2,1049015662
261,2273,2.5,1404880864
608,1036,3,1117415358
599,2950,2,1519172579
365,5218,1,1488332501
453,3510,3,972622253
484,6868,4,1342367732
249,98239,2.5,1363055707
607,2097,5,963079534
489,1917,3.5,1333101566
514,149330,4,1535944005
212,134130,4,1490115570
58,161,4,847718580
516,3471,5,994625023
522,6942,0.5,1388124700
414,1917,4,961515325
308,50872,4,1421375139
495,551,3.5,1458635579
288,1394,4,975692427
294,2111,2,966595695
552,2005,3.5,1111473258
103,16,5,1450982615
21,586,2.5,1376823478
156,2321,4,939842891
91,5588,3.5,1112717809
219,2186,4.5,1194681510
590,193,2,1258422888
249,68791,3,1354107990
520,368,3,1326609568
474,9010,3,1117481084
603,1769,3,953925861
270,36,5,853918793
7,58,3,1106635520
473,2253,2.5,1169351264
140,1459,3,967049270
517,88267,3,1492339325
6,351,4,845554455
603,1235,3,953926854
132,5620,2,1161799481
266,45,2,945669246
474,257,3,1047043563
408,73017,5,1467361655
352,103228,4,1493674676
465,933,5,959896051
177,8970,4,1435524692
290,2028,4,975031464
6,317,4,845553457
221,520,2.5,1111176244
268,898,5,940181021
38,539,3,841341405
474,7702,3.5,1087831882
474,1629,2,1046887440
64,1282,3.5,1161559559
570,185,2.5,1181477457
18,119145,4,1457382413
525,106487,3.5,1476476082
476,596,5,835021800
111,106782,5,1516140978
314,442,2,834398583
314,356,4,834241426
47,49530,3,1496206730
567,157200,2,1525288352
140,5103,4,1012506578
84,161,3,858771702
579,1907,4,958881277
412,924,5,939114775
345,969,4.5,1342827857
483,1172,5,1178211305
387,2082,1,1095119546
358,85334,0.5,1339546025
179,317,5,840907726
594,7031,4,1108975081
469,3418,4,965333750
45,858,5,950722240
109,442,3,841108301
132,3617,1.5,1157979100
332,7419,3.5,1352671928
563,86548,3.5,1441845041
274,1918,3,1171172457
181,455,3,845470499
260,1258,3.5,1109408283
414,159,2,961518394
463,3448,3,1145459479
45,1921,5,950740818
167,4333,3,1154719393
489,91488,3.5,1334587858
570,364,3.5,1181477198
564,80549,4,1478451933
232,53993,3,1184189872
414,8376,3.5,1104766940
41,6377,4,1459367565
69,318,5,1021646944
132,1059,3,1329984112
68,1438,3,1261623472
6,532,3,845554224
606,1244,5,1171229683
217,351,2,955944634
572,1304,5,945892272
104,466,3.5,1146222486
245,745,3,951183163
509,7669,4,1436031745
434,231,4,1270604904
484,3882,4,1342298425
362,356,4.5,1530640048
387,866,3.5,1094877555
104,4973,5,1048586531
28,1209,3,1235805640
304,595,5,891173910
118,1221,5,944924276
475,4367,4,1498030605
599,95519,4,1519132841
177,4016,5,1435524777
144,8873,5,1136813059
500,2671,1,1005528078
606,3155,3.5,1171831421
126,356,4,845925690
255,2804,2,1005717513
298,32031,0.5,1447599117
438,8808,1.5,1105654179
274,1461,4,1171932124
474,7753,3.5,1136681855
274,26776,3.5,1290110270
249,1917,4,1346755983
86,1680,4.5,1343944714
226,112,4,1096420219
566,266,4,849005793
414,1732,5,1027521065
301,30707,4.5,1211378689
28,61132,2,1242290318
462,6787,4,1123893884
219,39292,3.5,1195259204
216,3362,4,975212038
330,588,3,1285904964
447,362,5,836962042
169,1777,4,1059428128
81,380,2,845299424
298,665,4,1449756374
489,1619,3,1333233477
20,4246,5,1054037200
187,7371,4,1161850373
410,3334,4,990807727
317,260,4,1430361444
603,3649,4,963176151
599,31685,2.5,1498516682
260,1148,4.5,1109410561
111,5418,0.5,1516140860
446,594,4,843839522
351,68157,3.5,1326028264
318,86290,4,1424546902
483,1198,4,1178292917
562,3105,4,1368897330
274,1387,3.5,1171934798
414,1922,3,1051536786
275,3424,5,1049076847
42,4027,4,996216092
318,37741,4.5,1263849820
208,2427,3,940639513
462,105504,4,1383870378
480,590,5,1179161349
599,1409,1.5,1519233936
600,2318,2.5,1237715971
169,2501,5,1085699728
286,4901,4,1119562155
305,316,3,1518197885
608,7438,4,1189471137
560,62849,3.5,1469654837
278,4002,4,1193753194
226,1,3.5,1095662606
453,778,5,972622570
580,1876,3,1167861188
282,3535,4,1514068105
438,43928,0.5,1142284007
217,3430,2,955941157
260,1219,4,1109410702
274,77561,3,1285897574
256,3980,5,1446580852
232,65682,3.5,1269572112
4,2874,4,986935016
140,3408,3,1004036158
326,8665,5,1463936893
184,80463,4.5,1537098659
382,2028,4.5,1515162599
112,508,4.5,1513989990
89,133867,4.5,1520409360
267,29,4,997136080
18,98809,4,1455051180
21,260,4.5,1417378080
232,54997,4,1283132983
182,2528,2.5,1055152419
549,158813,1,1464282672
187,1241,4.5,1161849720
305,61132,5,1460135832
83,7099,3,1333843523
448,150604,2.5,1492962436
490,50954,1,1328145553
105,68954,3.5,1446571754
202,1259,5,974912991
40,592,4,832058854
182,1214,4.5,1066151134
6,265,3,845553726
356,2692,5,1232430617
240,543,3,849122774
288,1754,2,978466058
474,6159,3.5,1061688936
469,2023,3,965334279
249,40815,3.5,1346847838
490,64622,3.5,1328145253
274,2338,3,1171828778
573,1407,4.5,1187044917
448,125916,0.5,1448552452
313,3704,5,1030474877
448,103141,4,1401651916
603,1186,4,953927834
195,3952,3,974707736
19,719,2,965707724
221,1245,5,1119984167
357,926,5,1348610665
19,2302,3,965706415
445,306,4,1454621845
489,1644,0.5,1333231520
357,1994,3.5,1348610798
186,1748,4,1031079628
368,1552,3,975829650
277,880,4,861813058
307,2100,1.5,1186161927
474,296,4,979179939
113,4041,5,980051421
68,637,2.5,1261624252
474,2863,4,1089386751
606,2283,3,1173392526
477,69526,3,1246346140
262,36,5,840305940
414,2496,3,961438822
103,1693,4,1431969376
154,72998,5,1486297187
537,105504,5,1424141141
387,5891,3,1128151050
546,3877,5,973588747
182,6380,2,1077069091
198,2455,4,1034135531
596,116823,3.5,1535627499
357,1084,4.5,1348627752
19,32,4,965703646
594,7650,0.5,1108950829
420,5784,3.5,1218037595
605,4993,5,1277175627
113,1232,2,980307379
28,4446,3.5,1277002284
599,2292,2.5,1498514773
334,5378,3,1232308397
62,94777,3.5,1521490234
298,4890,2.5,1447598486
307,6187,4,1204234597
264,41566,5,1136978638
380,3638,4,1494804348
414,8641,3,1122560776
314,640,3,844335211
448,3802,2,1019133161
386,329,3,842610203
346,3174,3,1094646665
63,1617,4,1443201182
560,61323,4,1469654726
105,69644,4,1446574091
121,454,3,847655996
599,6994,1.5,1498505220
414,39,4,961438265
603,2797,3,953928000
480,4018,1.5,1179165705
555,2791,2,978744364
610,53125,3.5,1493845941
414,8638,4,1101751640
381,2797,4,1165975904
590,1617,3.5,1258420649
294,3099,2,966596234
297,1488,1,900872530
528,55290,1,1391734657
198,2391,2,1034136166
603,3706,4,963176940
559,237,4,845476218
580,8983,4,1167791376
608,1265,3.5,1117491561
232,3578,5,1182908274
483,3317,5,1415578983
21,3948,3.5,1421521749
339,5989,5,1460183188
517,4327,1,1492339152
353,70,4,831940127
328,165101,0.5,1494211391
298,106782,3,1447560263
441,7438,5,1451166530
606,7121,4,1171377881
103,78772,2.5,1431955587
281,3911,3.5,1183000631
105,31685,4,1446750512
266,24,1,948586506
561,2410,3.5,1491095236
331,36529,3,1537158122
71,852,4,864738060
189,356,4,1439465080
453,2706,5,1005966989
107,231,3,832003701
137,1242,4,1204859745
190,318,4,1504309935
290,2013,4,975032333
448,1201,5,1019124194
332,76251,3,1352672865
68,2567,2.5,1269122500
466,4993,4,1439885080
448,3751,3,1019126687
313,1480,4,1030556287
95,2268,4,1043339808
217,22,3,955943052
204,33615,4,1327182622
374,153,4,849089070
474,3095,4.5,1082380938
292,100498,3.5,1442181812
607,2710,4,963079647
17,5782,4,1305696779
512,480,4,841449335
474,7646,2,1089387363
474,2581,4,1046887440
132,30793,3.5,1329984085
414,1676,4,961512595
57,2917,4,965796748
381,1485,3.5,1165975973
290,1276,4,974938065
428,1479,3,1111523517
414,373,4,1023113912
399,260,5,1167220356
483,2716,3,1178293341
42,4022,4,996213481
436,460,3,833531495
608,743,1.5,1117504887
480,5620,2,1179165595
108,4639,3,1042841782
249,103624,4,1436106324
610,45186,4,1493846058
222,82852,2.5,1391374855
377,32,4.5,1340342216
32,39,3,856737205
593,8961,3,1181007510
