itemset,hypothesis,conclusion,rule,frequency,confidence,lift,interest,rule ID
"(47, 110, 296)","(47, 296)",110,"(47, 296)-->110",0.035211267605633804,0.2222222222222222,0.2392586352148273,-0.7065727699530516,90
"(47, 110, 356)","(47, 110)",356,"(47, 110)-->356",0.04460093896713615,0.2105263157894737,0.15633505611792411,-1.1361090519726547,91
"(47, 110, 356)","(47, 356)",110,"(47, 356)-->110",0.04460093896713615,0.2105263157894737,0.22666607546667852,-0.7182686763858002,92
"(47, 296, 318)","(47, 318)",296,"(47, 318)-->296",0.04303599374021909,0.2,0.16405648267008985,-1.0190923317683882,93
"(47, 356, 590)","(47, 590)",356,"(47, 590)-->356",0.025039123630672927,0.3125,0.23205984892504358,-1.0341353677621283,94
"(50, 110, 457)","(50, 457)",110,"(50, 457)-->110",0.026604068857589983,0.32352941176470584,0.34833242479805737,-0.605265580410568,95
"(50, 110, 590)","(50, 590)",110,"(50, 590)-->110",0.025821596244131457,0.30303030303030304,0.3262617752929463,-0.6257646891449709,96
"(50, 110, 2028)","(50, 2028)",110,"(50, 2028)-->110",0.03286384976525822,0.23809523809523808,0.2563485377301721,-0.6906997540800357,97
"(50, 318, 593)","(50, 318)",593,"(50, 318)-->593",0.0539906103286385,0.20289855072463767,0.15407269627218476,-1.1140028577260666,98
"(50, 593, 1197)","(50, 1197)",593,"(50, 1197)-->593",0.01643192488262911,0.47619047619047616,0.36159918512859685,-0.8407109322602281,99
"(50, 593, 1197)","(593, 1197)",50,"(593, 1197)-->50",0.025821596244131457,0.30303030303030304,0.32875443741318106,-0.6187224356238441,100
"(50, 593, 2762)","(50, 2762)",593,"(50, 2762)-->593",0.01564945226917058,0.5,0.37967914438502676,-0.8169014084507042,101
"(50, 858, 1221)","(50, 1221)",858,"(50, 1221)-->858",0.0406885758998435,0.21153846153846154,0.21961507217396736,-0.7516853256289876,102
"(110, 356, 457)","(356, 457)",110,"(356, 457)-->110",0.03599374021909233,0.2173913043478261,0.23405736053624412,-0.7114036878274477,103
"(110, 356, 480)","(110, 480)",356,"(110, 480)-->356",0.03599374021909233,0.23913043478260868,0.1775762322209029,-1.1075049329795197,104
"(110, 356, 480)","(356, 480)",110,"(356, 480)-->110",0.03599374021909233,0.23913043478260868,0.2574630965898685,-0.6896645573926652,105
"(110, 480, 589)","(480, 589)",110,"(480, 589)-->110",0.028169014084507043,0.3055555555555555,0.32898062342038753,-0.6232394366197183,106
"(110, 480, 593)","(480, 593)",110,"(480, 593)-->110",0.025039123630672927,0.3125,0.3364574557708509,-0.6162949921752738,107
"(110, 858, 1221)","(110, 858)",1221,"(110, 858)-->1221",0.023474178403755867,0.33333333333333337,0.5345043914680051,-0.2902973395931142,108
"(110, 858, 1221)","(110, 1221)",858,"(110, 1221)-->858",0.023474178403755867,0.33333333333333337,0.3460601137286759,-0.6298904538341158,109
"(110, 1196, 1198)","(110, 1196)",1198,"(110, 1196)-->1198",0.03286384976525822,0.23809523809523808,0.19430760810071154,-0.9872568745808181,110
"(110, 1198, 1291)","(110, 1291)",1198,"(110, 1291)-->1198",0.03129890453834116,0.25,0.20402298850574713,-0.9753521126760563,111
"(110, 2028, 2762)","(110, 2762)",2028,"(110, 2762)-->2028",0.01564945226917058,0.5,0.6079923882017126,-0.3223787167449139,112
"(110, 2028, 2762)","(2028, 2762)",110,"(2028, 2762)-->110",0.01564945226917058,0.5,0.5383319292333615,-0.42879499217527384,113
"(150, 296, 318)","(150, 296)",318,"(150, 296)-->318",0.017214397496087636,0.4545454545454546,0.4742115027829314,-0.5039834969412433,114
"(150, 318, 356)","(150, 356)",318,"(150, 356)-->318",0.028951486697965573,0.32432432432432434,0.33835631549917267,-0.6342046271623736,115
"(150, 318, 457)","(150, 457)",318,"(150, 457)-->318",0.01643192488262911,0.47619047619047616,0.49679300291545186,-0.48233847529622176,116
"(150, 318, 590)","(150, 590)",318,"(150, 590)-->318",0.019561815336463225,0.43999999999999995,0.4590367346938775,-0.518528951486698,117
"(150, 356, 593)","(150, 593)",356,"(150, 593)-->356",0.017214397496087636,0.4545454545454546,0.33754159843642706,-0.8920899132166737,118
"(260, 356, 590)","(260, 590)",356,"(260, 590)-->356",0.03442879499217527,0.25,0.18564787914003486,-1.0966353677621283,119
"(260, 457, 1196)","(260, 457)",1196,"(260, 457)-->1196",0.04538341158059468,0.20689655172413793,0.11091182596621152,-1.6585181587609952,120
"(260, 457, 1196)","(457, 1196)",260,"(457, 1196)-->260",0.04225352112676056,0.22222222222222224,0.10961018911617137,-1.805164319248826,121
"(260, 457, 1197)","(457, 1197)",260,"(457, 1197)-->260",0.025039123630672927,0.34374999999999994,0.16955326128907755,-1.6836365414710484,122
"(260, 457, 1210)","(457, 1210)",260,"(457, 1210)-->260",0.04303599374021909,0.2,0.09864917020455424,-1.8273865414710484,123
"(260, 457, 2571)","(457, 2571)",260,"(457, 2571)-->260",0.03442879499217527,0.25,0.1233114627556928,-1.7773865414710484,124
"(260, 480, 1210)","(260, 480)",1210,"(260, 480)-->1210",0.01643192488262911,0.47619047619047616,0.26726896292113683,-1.3054996646545942,125
"(260, 480, 1210)","(480, 1210)",260,"(480, 1210)-->260",0.025039123630672927,0.3125,0.154139328444616,-1.7148865414710484,126
"(260, 527, 1196)","(527, 1196)",260,"(527, 1196)-->260",0.04303599374021909,0.2181818181818182,0.10761727658678645,-1.80920472328923,127
"(260, 589, 1240)","(589, 1240)",260,"(589, 1240)-->260",0.03442879499217527,0.2272727272727273,0.11210132977790255,-1.800113814198321,128
"(260, 589, 1610)","(589, 1610)",260,"(589, 1610)-->260",0.01564945226917058,0.5,0.2466229255113856,-1.5273865414710484,129
"(260, 589, 2858)","(589, 2858)",260,"(589, 2858)-->260",0.032081377151799685,0.24390243902439027,0.12030386610311493,-1.7834841024466581,130
"(260, 590, 1196)","(590, 1196)",260,"(590, 1196)-->260",0.032081377151799685,0.24390243902439027,0.12030386610311493,-1.7834841024466581,131
"(260, 590, 1210)","(590, 1210)",260,"(590, 1210)-->260",0.03286384976525822,0.26190476190476186,0.12918343717263053,-1.7654817795662865,132
"(260, 593, 1221)","(593, 1221)",260,"(593, 1221)-->260",0.035211267605633804,0.2222222222222222,0.10961018911617136,-1.805164319248826,133
"(260, 608, 1196)","(260, 608)",1196,"(260, 608)-->1196",0.017996870109546165,0.47826086956521735,0.2563831339363875,-1.3871538409199158,134
"(260, 608, 1196)","(608, 1196)",260,"(608, 1196)-->260",0.017996870109546165,0.47826086956521735,0.2359001896195862,-1.549125671905831,135
"(260, 648, 1196)","(260, 648)",1196,"(260, 648)-->1196",0.027386541471048513,0.3142857142857143,0.1684803451581975,-1.5511289961994188,136
"(260, 648, 1196)","(648, 1196)",260,"(648, 1196)-->260",0.035211267605633804,0.2444444444444444,0.12057120802778849,-1.782942097026604,137
"(260, 648, 1210)","(648, 1210)",260,"(648, 1210)-->260",0.035211267605633804,0.2444444444444444,0.12057120802778849,-1.782942097026604,138
"(260, 858, 1610)","(858, 1610)",260,"(858, 1610)-->260",0.023474178403755867,0.33333333333333337,0.16441528367425706,-1.6940532081377149,139
"(260, 912, 1196)","(260, 912)",1196,"(260, 912)-->1196",0.01643192488262911,0.47619047619047616,0.25527325023969316,-1.389224234294657,140
"(260, 912, 1196)",912,"(260, 1196)","912-->(260, 1196)",0.025821596244131457,0.30303030303030304,0.741901776384535,-0.10542040119504908,141
"(260, 912, 1196)","(912, 1196)",260,"(912, 1196)-->260",0.017214397496087636,0.4545454545454546,0.2242026595558051,-1.5728410869255938,142
"(260, 1036, 1196)","(260, 1036)",1196,"(260, 1036)-->1196",0.024256651017214397,0.3225806451612903,0.17292704048495344,-1.5428340653238428,143
"(260, 1036, 1196)","(1036, 1196)",260,"(1036, 1196)-->260",0.035211267605633804,0.2222222222222222,0.10961018911617136,-1.805164319248826,144
"(260, 1089, 2571)","(260, 1089)",2571,"(260, 1089)-->2571",0.01564945226917058,0.5,0.2359675036927622,-1.6189358372456963,145
"(260, 1136, 1196)","(260, 1136)",1196,"(260, 1136)-->1196",0.01564945226917058,0.5,0.26803691275167785,-1.365414710485133,146
"(260, 1136, 1196)","(1136, 1196)",260,"(1136, 1196)-->260",0.01643192488262911,0.47619047619047616,0.23487897667751007,-1.551196065280572,147
"(260, 1193, 1196)","(260, 1193)",1196,"(260, 1193)-->1196",0.01564945226917058,0.5,0.26803691275167785,-1.365414710485133,148
"(260, 1193, 1196)","(1193, 1196)",260,"(1193, 1196)-->260",0.01564945226917058,0.5,0.2466229255113856,-1.5273865414710484,149
"(260, 1196, 1197)","(260, 1197)",1196,"(260, 1197)-->1196",0.04381846635367762,0.21428571428571427,0.11487296260786192,-1.6511289961994189,150
"(260, 1196, 1197)","(1196, 1197)",260,"(1196, 1197)-->260",0.036776212832550864,0.2553191489361702,0.12593511089943094,-1.7720673925348782,151
"(260, 1196, 1213)","(260, 1213)",1196,"(260, 1213)-->1196",0.01643192488262911,0.47619047619047616,0.25527325023969316,-1.389224234294657,152
"(260, 1196, 1213)","(1196, 1213)",260,"(1196, 1213)-->260",0.01564945226917058,0.5,0.2466229255113856,-1.5273865414710484,153
"(260, 1196, 1214)","(260, 1214)",1196,"(260, 1214)-->1196",0.01643192488262911,0.47619047619047616,0.25527325023969316,-1.389224234294657,154
"(260, 1196, 1214)","(1196, 1214)",260,"(1196, 1214)-->260",0.017214397496087636,0.4545454545454546,0.2242026595558051,-1.5728410869255938,155
"(260, 1196, 1610)","(1196, 1610)",260,"(1196, 1610)-->260",0.017214397496087636,0.5,0.2466229255113856,-1.5273865414710484,156
"(260, 1196, 2028)","(1196, 2028)",260,"(1196, 2028)-->260",0.03442879499217527,0.25,0.1233114627556928,-1.7773865414710484,157
"(260, 1196, 2762)","(260, 2762)",1196,"(260, 2762)-->1196",0.046948356807511735,0.23333333333333334,0.12508389261744965,-1.6320813771517997,158
"(260, 1196, 2959)","(260, 2959)",1196,"(260, 2959)-->1196",0.01564945226917058,0.5,0.26803691275167785,-1.365414710485133,159
"(260, 1196, 2959)","(1196, 2959)",260,"(1196, 2959)-->260",0.024256651017214397,0.3225806451612903,0.1591115648460552,-1.704805896309758,160
"(260, 1196, 3578)","(1196, 3578)",260,"(1196, 3578)-->260",0.033646322378716745,0.23255813953488372,0.11470833744715608,-1.7948284019361647,161
"(260, 1196, 3793)","(260, 3793)",1196,"(260, 3793)-->1196",0.023474178403755867,0.33333333333333337,0.17869127516778524,-1.5320813771517998,162
"(260, 1196, 3793)","(1196, 3793)",260,"(1196, 3793)-->260",0.023474178403755867,0.33333333333333337,0.16441528367425706,-1.6940532081377149,163
"(260, 1196, 5952)","(260, 5952)",1196,"(260, 5952)-->1196",0.032081377151799685,0.24390243902439027,0.13074971353740383,-1.6215122714607428,164
"(260, 1196, 5952)","(1196, 5952)",260,"(1196, 5952)-->260",0.032081377151799685,0.24390243902439027,0.12030386610311493,-1.7834841024466581,165
"(260, 1196, 6539)","(260, 6539)",1196,"(260, 6539)-->1196",0.023474178403755867,0.33333333333333337,0.17869127516778524,-1.5320813771517998,166
"(260, 1196, 6539)","(1196, 6539)",260,"(1196, 6539)-->260",0.03286384976525822,0.23809523809523808,0.11743948833875503,-1.7892913033758102,167
"(260, 1196, 58559)","(260, 58559)",1196,"(260, 58559)-->1196",0.024256651017214397,0.3225806451612903,0.17292704048495344,-1.5428340653238428,168
"(260, 1196, 58559)","(1196, 58559)",260,"(1196, 58559)-->260",0.01564945226917058,0.5,0.2466229255113856,-1.5273865414710484,169
"(260, 1197, 1198)","(1197, 1198)",260,"(1197, 1198)-->260",0.025821596244131457,0.30303030303030304,0.14946843970387005,-1.7243562384407454,170
"(260, 1197, 1210)","(1197, 1210)",260,"(1197, 1210)-->260",0.01564945226917058,0.5,0.2466229255113856,-1.5273865414710484,171
"(260, 1198, 1240)","(1198, 1240)",260,"(1198, 1240)-->260",0.033646322378716745,0.23255813953488372,0.11470833744715608,-1.7948284019361647,172
"(260, 1198, 2115)","(260, 2115)",1198,"(260, 2115)-->1198",0.025039123630672927,0.3125,0.2550287356321839,-0.9128521126760563,173
"(260, 1198, 2858)","(1198, 2858)",260,"(1198, 2858)-->260",0.0406885758998435,0.21153846153846154,0.1043404684855862,-1.815848079932587,174
"(260, 1198, 7153)","(1198, 7153)",260,"(1198, 7153)-->260",0.03286384976525822,0.23809523809523808,0.11743948833875503,-1.7892913033758102,175
"(260, 1210, 1240)","(1210, 1240)",260,"(1210, 1240)-->260",0.033646322378716745,0.25581395348837205,0.12617917119187166,-1.7715725879826763,176
"(260, 1210, 1610)","(1210, 1610)",260,"(1210, 1610)-->260",0.025039123630672927,0.34374999999999994,0.16955326128907755,-1.6836365414710484,177
"(260, 1210, 2115)","(1210, 2115)",260,"(1210, 2115)-->260",0.04225352112676056,0.2037037037037037,0.10047600668982375,-1.8236828377673446,178
"(260, 1210, 3578)","(260, 3578)",1210,"(260, 3578)-->1210",0.04303599374021909,0.2,0.11225296442687747,-1.5816901408450705,179
"(260, 1210, 6539)","(1210, 6539)",260,"(1210, 6539)-->260",0.03286384976525822,0.23809523809523808,0.11743948833875503,-1.7892913033758102,180
"(260, 1221, 1291)","(1221, 1291)",260,"(1221, 1291)-->260",0.03129890453834116,0.25,0.1233114627556928,-1.7773865414710484,181
"(260, 1221, 1610)","(1221, 1610)",260,"(1221, 1610)-->260",0.023474178403755867,0.33333333333333337,0.16441528367425706,-1.6940532081377149,182
"(260, 1291, 2028)","(1291, 2028)",260,"(1291, 2028)-->260",0.03129890453834116,0.25,0.1233114627556928,-1.7773865414710484,183
"(260, 1291, 2858)","(1291, 2858)",260,"(1291, 2858)-->260",0.01564945226917058,0.5,0.2466229255113856,-1.5273865414710484,184
"(260, 1610, 2571)","(1610, 2571)",260,"(1610, 2571)-->260",0.023474178403755867,0.33333333333333337,0.16441528367425706,-1.6940532081377149,185
"(260, 2571, 3793)","(2571, 3793)",260,"(2571, 3793)-->260",0.03286384976525822,0.23809523809523808,0.11743948833875503,-1.7892913033758102,186
"(296, 318, 589)","(318, 589)",296,"(318, 589)-->296",0.03912363067292645,0.25999999999999995,0.21327342747111677,-0.9590923317683882,187
"(296, 318, 590)","(296, 590)",318,"(296, 590)-->318",0.04303599374021909,0.2,0.20865306122448982,-0.758528951486698,188
"(296, 318, 1198)","(318, 1198)",296,"(318, 1198)-->296",0.017214397496087636,0.4545454545454546,0.3728556424320224,-0.7645468772229336,189
"(296, 457, 593)","(296, 457)",593,"(296, 457)-->593",0.017996870109546165,0.4347826086956522,0.3301557777261102,-0.882118799755052,190
"(296, 593, 2762)","(296, 2762)",593,"(296, 2762)-->593",0.025039123630672927,0.3125,0.23729946524064172,-1.0044014084507042,191
"(296, 858, 1213)","(296, 1213)",858,"(296, 1213)-->858",0.023474178403755867,0.33333333333333337,0.3460601137286759,-0.6298904538341158,192
"(296, 858, 1213)","(858, 1213)",296,"(858, 1213)-->296",0.024256651017214397,0.3225806451612903,0.26460723011304815,-0.8965116866070979,193
"(296, 858, 2858)","(296, 2858)",858,"(296, 2858)-->858",0.025821596244131457,0.30303030303030304,0.31460010338970534,-0.6601934841371462,194
"(296, 1089, 2571)","(296, 1089)",2571,"(296, 1089)-->2571",0.01564945226917058,0.5,0.2359675036927622,-1.6189358372456963,195
"(296, 1213, 1221)","(1213, 1221)",296,"(1213, 1221)-->296",0.023474178403755867,0.33333333333333337,0.2734274711168164,-0.8857589984350548,196
"(296, 2028, 2571)","(296, 2028)",2571,"(296, 2028)-->2571",0.04225352112676056,0.22222222222222224,0.10487444608567209,-1.896713615023474,197
"(318, 356, 457)","(318, 457)",356,"(318, 457)-->356",0.04303599374021909,0.2,0.1485183033120279,-1.1466353677621284,198
"(318, 356, 858)","(318, 858)",356,"(318, 858)-->356",0.026604068857589983,0.29411764705882354,0.2184092695765116,-1.0525177207033047,199
"(318, 356, 1704)","(318, 1704)",356,"(318, 1704)-->356",0.017214397496087636,0.5,0.3712957582800697,-0.8466353677621283,200
"(318, 356, 1704)","(356, 1704)",318,"(356, 1704)-->318",0.035211267605633804,0.2444444444444444,0.25502040816326527,-0.7140845070422535,201
"(318, 356, 2028)","(318, 2028)",356,"(318, 2028)-->356",0.048513302034428794,0.24193548387096772,0.17965923787745308,-1.1046998838911606,202
"(318, 457, 590)","(457, 590)",318,"(457, 590)-->318",0.018779342723004695,0.4166666666666667,0.43469387755102046,-0.5418622848200312,203
"(318, 527, 858)","(318, 858)",527,"(318, 858)-->527",0.026604068857589983,0.32352941176470584,0.4910577057426296,-0.3353125287673755,204
"(318, 527, 1193)","(318, 1193)",527,"(318, 1193)-->527",0.017214397496087636,0.4545454545454546,0.6899157849276615,-0.20429648598662675,205
"(318, 527, 1193)","(527, 1193)",318,"(527, 1193)-->318",0.01643192488262911,0.47619047619047616,0.49679300291545186,-0.48233847529622176,206
"(318, 2571, 79132)","(318, 79132)",2571,"(318, 79132)-->2571",0.026604068857589983,0.29411764705882354,0.13880441393691895,-1.8248181901868727,207
"(318, 2571, 79132)","(2571, 79132)",318,"(2571, 79132)-->318",0.025821596244131457,0.30303030303030304,0.3161410018552876,-0.6554986484563949,208
"(318, 4993, 7153)","(318, 4993)",7153,"(318, 4993)-->7153",0.017214397496087636,0.5,1.4522727272727274,0.1557120500782473,209
