itemset,hypothesis,conclusion,rule,frequency,confidence,lift,interest,rule ID
"(260, 858, 1196)","(858, 1196)",260,"(858, 1196)-->260",0.16,0.5,0.16556291390728478,-2.52,49
"(260, 858, 1210)","(858, 1210)",260,"(858, 1210)-->260",0.245,0.326530612244898,0.10812271928639006,-2.693469387755102,50
"(260, 858, 1221)","(260, 1221)",858,"(260, 1221)-->858",0.155,0.48387096774193544,0.4564820450395617,-0.5761290322580646,51
"(260, 858, 1221)","(858, 1221)",260,"(858, 1221)-->260",0.24,0.3125,0.10347682119205298,-2.7075,52
"(260, 858, 2571)","(858, 2571)",260,"(858, 2571)-->260",0.315,0.23809523809523808,0.07883948281299274,-2.781904761904762,53
"(260, 1196, 1198)","(260, 1198)",1196,"(260, 1198)-->1196",0.48,0.21875,0.07757092198581561,-2.60125,54
"(260, 1196, 1210)","(1196, 1210)",260,"(1196, 1210)-->260",0.53,0.22641509433962262,0.07497188554292139,-2.7935849056603774,55
"(260, 1196, 1291)","(260, 1291)",1196,"(260, 1291)-->1196",0.24,0.33333333333333337,0.11820330969267141,-2.4866666666666664,56
"(260, 1196, 1291)","(1196, 1291)",260,"(1196, 1291)-->260",0.24,0.33333333333333337,0.11037527593818985,-2.6866666666666665,57
"(260, 1196, 2571)","(260, 2571)",1196,"(260, 2571)-->1196",0.51,0.21568627450980393,0.07648449450702267,-2.604313725490196,58
"(260, 1196, 2858)","(260, 2858)",1196,"(260, 2858)-->1196",0.155,0.48387096774193544,0.17158544955387783,-2.3361290322580643,59
"(260, 1196, 2858)",2858,"(260, 1196)","2858-->(260, 1196)",0.31,0.24193548387096772,0.2494180246092451,-0.7280645161290322,60
"(260, 1196, 2858)","(1196, 2858)",260,"(1196, 2858)-->260",0.155,0.48387096774193544,0.16022217474898526,-2.5361290322580645,61
"(260, 1198, 1210)","(1198, 1210)",260,"(1198, 1210)-->260",0.375,0.25333333333333335,0.0838852097130243,-2.7666666666666666,62
"(260, 1198, 1291)","(1198, 1291)",260,"(1198, 1291)-->260",0.31,0.24193548387096772,0.08011108737449263,-2.7780645161290325,63
"(260, 1198, 2571)","(1198, 2571)",260,"(1198, 2571)-->260",0.445,0.20224719101123595,0.06696926854676687,-2.817752808988764,64
"(296, 318, 356)","(296, 318)",356,"(296, 318)-->356",0.27,0.2962962962962963,0.12938702895034773,-1.9937037037037038,65
"(296, 318, 356)","(296, 356)",318,"(296, 356)-->318",0.17,0.47058823529411764,0.2869440459110474,-1.1694117647058824,66
"(296, 318, 593)","(296, 593)",318,"(296, 593)-->318",0.175,0.4285714285714286,0.2613240418118467,-1.2114285714285713,67
"(296, 318, 593)","(318, 593)",296,"(318, 593)-->296",0.27,0.27777777777777773,0.23052097740894417,-0.9272222222222224,68
"(318, 356, 2028)","(318, 2028)",356,"(318, 2028)-->356",0.155,0.48387096774193544,0.21129736582617267,-1.8061290322580645,69
"(318, 356, 2028)","(356, 2028)",318,"(356, 2028)-->318",0.17,0.4411764705882352,0.26901004304160686,-1.1988235294117646,70
"(318, 356, 2571)","(318, 2571)",356,"(318, 2571)-->356",0.165,0.45454545454545453,0.19849146486701072,-1.8354545454545454,71
"(318, 356, 2571)","(356, 2571)",318,"(356, 2571)-->318",0.335,0.22388059701492535,0.1365125591554423,-1.4161194029850745,72
"(589, 1196, 2571)","(589, 2571)",1196,"(589, 2571)-->1196",0.245,0.30612244897959184,0.10855405992184108,-2.513877551020408,73
"(589, 1210, 2571)","(589, 1210)",2571,"(589, 1210)-->2571",0.16,0.46875,0.15889830508474576,-2.48125,74
"(858, 1221, 2571)","(1221, 2571)",858,"(1221, 2571)-->858",0.155,0.48387096774193544,0.4564820450395617,-0.5761290322580646,75
"(1196, 1198, 1270)","(1196, 1270)",1198,"(1196, 1270)-->1198",0.155,0.48387096774193544,0.31318509238960224,-1.0611290322580644,76
"(1196, 1198, 1270)","(1198, 1270)",1196,"(1198, 1270)-->1196",0.165,0.45454545454545453,0.16118633139909735,-2.3654545454545453,77
"(1198, 1291, 2571)","(1291, 2571)",1198,"(1291, 2571)-->1198",0.155,0.48387096774193544,0.31318509238960224,-1.0611290322580644,78
"(4993, 5952, 7153)","(4993, 5952)",7153,"(4993, 5952)-->7153",0.16,0.46875,1.913265306122449,0.22375,79
"(4993, 5952, 7153)",4993,"(5952, 7153)","4993-->(5952, 7153)",0.255,0.29411764705882354,1.9607843137254903,0.14411764705882354,80
"(4993, 5952, 7153)",5952,"(4993, 7153)","5952-->(4993, 7153)",0.235,0.3191489361702128,1.8773466833541927,0.14914893617021277,81
"(4993, 5952, 7153)","(4993, 7153)",5952,"(4993, 7153)-->5952",0.17,0.4411764705882352,1.8773466833541925,0.20617647058823524,82
"(4993, 5952, 7153)",7153,"(4993, 5952)","7153-->(4993, 5952)",0.245,0.30612244897959184,1.913265306122449,0.14612244897959184,83
"(4993, 5952, 7153)","(5952, 7153)",4993,"(5952, 7153)-->4993",0.15,0.5,1.9607843137254901,0.245,84
